Task ID,Supplier ID,Cost
T35,S62,0.29359641793238256
T35,S63,0.3093904805979965
T35,S64,0.30744858658871366
T36,S1,0.4378839606401599
T36,S2,0.4959282664910357
T36,S3,0.4331627977920762
T36,S4,0.3545675868403968
T36,S5,0.34775238790278673
T36,S6,0.30557121520567854
T36,S7,0.3678789982508248
T36,S8,0.34463537068870576
T36,S9,0.409898901619515
T36,S10,0.37946336130378583
T36,S11,0.3091935884699474
T36,S12,0.30290466767143
T36,S13,0.30538813086310135
T36,S14,0.3542264269708616
T36,S15,0.3133993128747218
T36,S16,0.3284694672037229
T36,S17,0.3586401682580672
T36,S18,0.35949028843994046
T36,S19,0.3238269830889636
T36,S20,0.3769018081815274
T36,S21,0.41115142869406246
T36,S22,0.3265425862657574
T36,S23,0.44198926371303127
T36,S24,0.3147010581021259
T36,S25,0.33992782787984344
T36,S26,0.4297257000310189
T36,S27,0.34090155422922097
T36,S28,0.42139675869421056
T36,S29,0.42204439385817155
T36,S30,0.32643501117849305
T36,S31,0.3595198988690186
T36,S32,0.33896450054004335
T36,S33,0.40795603863382923
T36,S34,0.34019679383668455
T36,S35,0.3389293997623094
T36,S36,0.36741253980208444
T36,S37,0.31268360522297034
T36,S38,0.3708605830394046
T36,S39,0.3010136845984674
T36,S40,0.298487824183712
T36,S41,0.3682653660646821
T36,S42,0.32656835976296744
T36,S43,0.37563991901932714
T36,S44,0.3900453957060639
T36,S45,0.33905221498379445
T36,S46,0.2845749503426144
T36,S47,0.3048566126282397
T36,S48,0.4227622883937702
T36,S49,0.36553272661182445
T36,S50,0.3425857237335844
T36,S51,0.30149417652635957
T36,S52,0.37196166332047786
T36,S53,0.31571706323190507
T36,S54,0.31462373107190345
T36,S55,0.37962705359094007
T36,S56,0.30877363661269974
T36,S57,0.33344446795097304
T36,S58,0.43182599306292013
T36,S59,0.3691663192914834
T36,S60,0.30283225624104626
T36,S61,0.43366556556257396
T36,S62,0.3681403902470034
T36,S63,0.3580238673831897
T36,S64,0.34133316148465753
T3,S1,0.47347880411837956
T3,S2,0.514128952265203
T3,S3,0.4752183787207026
T3,S4,0.3724565265114439
T3,S5,0.35595239683241503
T3,S6,0.33140589346814064
T3,S7,0.3734153906692564
T3,S8,0.3742316516337891
T3,S9,0.38723241211308057
T3,S10,0.3479781132005433
T3,S11,0.3358740374356429
T3,S12,0.34607165776484816
T3,S13,0.3391600452884197
T3,S14,0.35724541923107533
T3,S15,0.3427084373501299
T3,S16,0.3853153194781259
T3,S17,0.3670990701654687
T3,S18,0.37754779810024774
T3,S19,0.3669176616568748
T3,S20,0.390801807318726
T3,S21,0.43938853670043065
T3,S22,0.34986182585381803
T3,S23,0.37708451719601743
T3,S24,0.3534146497575942
T3,S25,0.399473240068703
T3,S26,0.4720765129317658
T3,S27,0.33818349595407204
T3,S28,0.43420739635271394
T3,S29,0.3718083292311583
T3,S30,0.39944742491332974
T3,S31,0.34857992835465657
T3,S32,0.3575272738201123
T3,S33,0.37701264321345784
T3,S34,0.33996772584346413
T3,S35,0.3688421304364691
T3,S36,0.3624922394082257
T3,S37,0.35231163647983643
T3,S38,0.40697664340232015
T3,S39,0.32210735449569206
T3,S40,0.3134686169594304
T3,S41,0.3645270016216555
T3,S42,0.4043453421100083
T3,S43,0.38348173113743034
T3,S44,0.4268015099702478
T3,S45,0.40289838510615417
T3,S46,0.3394524248658185
T3,S47,0.3451416330047539
T3,S48,0.42293748135912346
T3,S49,0.34238165880650384
T3,S50,0.33788574772181
T3,S51,0.3244249240240097
T3,S52,0.3410690901907632
T3,S53,0.3383458557933593
T3,S54,0.32715615305480295
T3,S55,0.4581654003081418
T3,S56,0.31039459838036204
T3,S57,0.31926407891150665
T3,S58,0.4815219516922725
T3,S59,0.4019643446626062
T3,S60,0.33392120364560834
T3,S61,0.4539578962992305
T3,S62,0.3766774156759582
T3,S63,0.33512233843848105
T3,S64,0.3616746990284102
T7,S1,0.466027839738999
T7,S2,0.5480839748798869
T7,S3,0.45702428891939495
T7,S4,0.3461824271747072
T7,S5,0.3487706522638427
T7,S6,0.3407650230707884
T7,S7,0.37618229461093544
T7,S8,0.36502887126211736
T7,S9,0.3867534112659623
T7,S10,0.333509098212131
T7,S11,0.34030555357355624
T7,S12,0.3304815400540986
T7,S13,0.3353961863668878
T7,S14,0.34848587619596316
T7,S15,0.32673178784093937
T7,S16,0.33247361721932567
T7,S17,0.3714230200844715
T7,S18,0.33401351328942075
T7,S19,0.3325495753431621
T7,S20,0.3564296134955176
T7,S21,0.4517755417953607
T7,S22,0.3414504534174254
T7,S23,0.43227988441965703
T7,S24,0.3515535389966437
T7,S25,0.3806461802733352
T7,S26,0.47298211572523213
T7,S27,0.4108820863352358
T7,S28,0.4220628852663686
T7,S29,0.37629109169369906
T7,S30,0.39872027762727114
T7,S31,0.39319896252282976
T7,S32,0.368447025582429
T7,S33,0.34829765928650475
T7,S34,0.3524891019513713
T7,S35,0.35015870103421787
T7,S36,0.32741033216095616
T7,S37,0.3539793779794069
T7,S38,0.3945326326009142
T7,S39,0.33013518423479216
T7,S40,0.3293127101069408
T7,S41,0.3901029693494912
T7,S42,0.3817501913787163
T7,S43,0.3825144862514882
T7,S44,0.4081034708406675
T7,S45,0.3801662083398655
T7,S46,0.3198293219321149
T7,S47,0.3253043384758463
T7,S48,0.41300704384559617
T7,S49,0.34667966474505607
T7,S50,0.3542284984767927
T7,S51,0.333064548550952
T7,S52,0.3357060352307215
T7,S53,0.35606072272848877
T7,S54,0.33479638932769307
T7,S55,0.46131634975416946
T7,S56,0.3169618341959182
T7,S57,0.3219258955172716
T7,S58,0.4885592452033953
T7,S59,0.370985735008456
T7,S60,0.3456101457013735
T7,S61,0.44475399842848695
T7,S62,0.3629704439568481
T7,S63,0.3420371499180651
T7,S64,0.3314103744191978
T8,S1,0.44784656288800656
T8,S2,0.5470119611087365
T8,S3,0.48112539756924355
T8,S4,0.3740835466636281
T8,S5,0.3810690933303458
T8,S6,0.34356522638196557
T8,S7,0.3606268841499505
T8,S8,0.39375536817974566
T8,S9,0.369930255669921
T8,S10,0.35838050217018314
T8,S11,0.3270501785545502
T8,S12,0.3480502232861262
T8,S13,0.3676142979557532
T8,S14,0.3771177012703447
T8,S15,0.34563095706404434
T8,S16,0.36818624895112284
T8,S17,0.3754159663436465
T8,S18,0.36840994352825285
T8,S19,0.36400115688289786
T8,S20,0.3714749722680556
T8,S21,0.45761423384238753
T8,S22,0.34291672908949844
T8,S23,0.42078636681551584
T8,S24,0.3560628475244902
T8,S25,0.3716171178671822
T8,S26,0.4884907857589885
T8,S27,0.38427143171396305
T8,S28,0.45125356795903065
T8,S29,0.39312088491703107
T8,S30,0.37914341454132117
T8,S31,0.37863774538383466
T8,S32,0.37311542479348936
T8,S33,0.380801548102361
T8,S34,0.3796239781375247
T8,S35,0.38030641288331496
T8,S36,0.32039772374779746
T8,S37,0.366550407174021
T8,S38,0.4172875303544086
T8,S39,0.3538846750289312
T8,S40,0.3353144167646662
T8,S41,0.37991416967718605
T8,S42,0.3912745346450348
T8,S43,0.3662880168417984
T8,S44,0.4126555278341886
T8,S45,0.3733702189980619
T8,S46,0.3558577642544626
T8,S47,0.336608392062158
T8,S48,0.41634623907048396
T8,S49,0.37414690654064664
T8,S50,0.3562704799249273
T8,S51,0.33243745429046534
T8,S52,0.34301905801566884
T8,S53,0.3839773312381601
T8,S54,0.32802727793941333
T8,S55,0.44206745213616006
T8,S56,0.3105967796606858
T8,S57,0.33746003098110633
T8,S58,0.45754736438590793
T8,S59,0.3664343813305795
T8,S60,0.33567141183434157
T8,S61,0.47990580887300227
T8,S62,0.39795070215466855
T8,S63,0.3559839280617899
T8,S64,0.36489488657467695
T10,S1,0.45700513823000116
T10,S2,0.5660227483067242
T10,S3,0.4800551521295147
T10,S4,0.35124734992379825
T10,S5,0.386700862887174
T10,S6,0.32967993069455703
T10,S7,0.3769815264809236
T10,S8,0.34536211895572144
T10,S9,0.38742486270960497
T10,S10,0.34583985719472615
T10,S11,0.34875870666299225
T10,S12,0.3366043699418144
T10,S13,0.3457896187393472
T10,S14,0.3504137565707005
T10,S15,0.3294870119143479
T10,S16,0.3512369844464055
T10,S17,0.3717777720904306
T10,S18,0.36998955298903047
T10,S19,0.3605511326336829
T10,S20,0.3519210141029917
T10,S21,0.4382584503506022
T10,S22,0.3454136642794603
T10,S23,0.37753354750217977
T10,S24,0.37943078392757523
T10,S25,0.34895639557537
T10,S26,0.4549336426146151
T10,S27,0.36169367759914217
T10,S28,0.40398275484756374
T10,S29,0.3566262024103798
T10,S30,0.35986678970853825
T10,S31,0.3775446038062733
T10,S32,0.3760539723619365
T10,S33,0.35792838613758937
T10,S34,0.3495619314442202
T10,S35,0.366830926216922
T10,S36,0.3450180619524079
T10,S37,0.3712641853808937
T10,S38,0.4009085362084994
T10,S39,0.34822527905710277
T10,S40,0.3426221809850642
T10,S41,0.3939656842545807
T10,S42,0.3904942818610201
T10,S43,0.40874759771524516
T10,S44,0.46054717008322865
T10,S45,0.3996682263495912
T10,S46,0.31984080548460986
T10,S47,0.3280639234608589
T10,S48,0.4237377632729932
T10,S49,0.36365151048866484
T10,S50,0.359225722293204
T10,S51,0.32893045724839765
T10,S52,0.34580921694502526
T10,S53,0.35807984204520227
T10,S54,0.3599513954544686
T10,S55,0.4665383281508983
T10,S56,0.3170256303848849
T10,S57,0.34180464778699643
T10,S58,0.4634824667835255
T10,S59,0.38260853102108505
T10,S60,0.3372052550124997
T10,S61,0.4477123929909369
T10,S62,0.3948848269768578
T10,S63,0.36940445316184967
T10,S64,0.3462147527776419
T13,S1,0.4675364278181404
T13,S2,0.5092182793235448
T13,S3,0.47521036591144694
T13,S4,0.32732801157617675
T13,S5,0.3586904731073368
T13,S6,0.34680412730533017
T13,S7,0.3710179787112774
T13,S8,0.4145352904512234
T13,S9,0.3993107484034324
T13,S10,0.33715118754989737
T13,S11,0.3712976433825892
T13,S12,0.3467275675218098
T13,S13,0.3488645891329333
T13,S14,0.39235278654214456
T13,S15,0.3364738296240877
T13,S16,0.34849081465758003
T13,S17,0.388406707712616
T13,S18,0.33005345924314766
T13,S19,0.34871713729244225
T13,S20,0.33553282108861693
T13,S21,0.4145529117953586
T13,S22,0.35729904134418455
T13,S23,0.4244765883476277
T13,S24,0.35961727532290466
T13,S25,0.3529183759161496
T13,S26,0.47261747575733126
T13,S27,0.3246634300888952
T13,S28,0.44540355634086304
T13,S29,0.3603217531064077
T13,S30,0.42082029637855944
T13,S31,0.3874578238072043
T13,S32,0.3761357017234786
T13,S33,0.36561529907268886
T13,S34,0.35192490986125136
T13,S35,0.3670829349861227
T13,S36,0.3280834782626797
T13,S37,0.367134166850243
T13,S38,0.39319895221799284
T13,S39,0.35373828477335933
T13,S40,0.33931468212280413
T13,S41,0.39524081024404845
T13,S42,0.3971113228347759
T13,S43,0.391663695271845
T13,S44,0.43756984334279525
T13,S45,0.35976069298642
T13,S46,0.3346009562166382
T13,S47,0.31449710457856184
T13,S48,0.3984178298979101
T13,S49,0.3525915729294027
T13,S50,0.3433888881002034
T13,S51,0.2955501395805435
T13,S52,0.3396269523649361
T13,S53,0.36364149182735006
T13,S54,0.3451324042000281
T13,S55,0.40458924136463587
T13,S56,0.3288094033774881
T13,S57,0.30864229480078975
T13,S58,0.4562390450482212
T13,S59,0.3783974381661577
T13,S60,0.35356831454647203
T13,S61,0.42575957796373554
T13,S62,0.3869903553662072
T13,S63,0.35633517581178725
T13,S64,0.356923314927167
T16,S1,0.4325095802616999
T16,S2,0.5475545028064508
T16,S3,0.47279762316711926
T16,S4,0.35618678770749646
T16,S5,0.3659354072616914
T16,S6,0.35455689270608914
T16,S7,0.39280376046251325
T16,S8,0.3539972171524002
T16,S9,0.40036160270879917
T16,S10,0.3390401397066103
T16,S11,0.3436669947138382
T16,S12,0.3692495615950706
T16,S13,0.34444106677426606
T16,S14,0.3785696729091431
T16,S15,0.32667535184066376
T16,S16,0.41801892774065674
T16,S17,0.40688469171567015
T16,S18,0.34723079071660184
T16,S19,0.3585634563870047
T16,S20,0.34971676072914215
T16,S21,0.4398358975934722
T16,S22,0.3367489157019801
T16,S23,0.4138888807166653
T16,S24,0.3579619585046899
T16,S25,0.3684706852112164
T16,S26,0.47435596940538965
T16,S27,0.3416853868847538
T16,S28,0.41803231556342985
T16,S29,0.37103133209342987
T16,S30,0.3604955321998029
T16,S31,0.3766716280936946
T16,S32,0.3920049255004555
T16,S33,0.40816525671988513
T16,S34,0.3487531188904477
T16,S35,0.39928404861210853
T16,S36,0.3161099466780201
T16,S37,0.36908183046791887
T16,S38,0.36531392432706655
T16,S39,0.3579331434648021
T16,S40,0.3473349199958723
T16,S41,0.4394853424675162
T16,S42,0.38599356724767175
T16,S43,0.39024261545392164
T16,S44,0.47026213224073854
T16,S45,0.38438232132459427
T16,S46,0.3472645162794086
T16,S47,0.3224313149258681
T16,S48,0.435054081951209
T16,S49,0.326716549753878
T16,S50,0.36510770247414315
T16,S51,0.3280622170973235
T16,S52,0.33745037773951325
T16,S53,0.3681093026103679
T16,S54,0.33885280207313184
T16,S55,0.44599007945603497
T16,S56,0.3171305951616787
T16,S57,0.341789269752834
T16,S58,0.44734583710315734
T16,S59,0.403584293760343
T16,S60,0.36992266567321963
T16,S61,0.4640683042340912
T16,S62,0.403784718911037
T16,S63,0.35820650671030957
T16,S64,0.3520481921811261
T17,S1,0.47648998427560374
T17,S2,0.5250346103928086
T17,S3,0.46786415627015643
T17,S4,0.37206759391490024
T17,S5,0.37204373902547594
T17,S6,0.35779195329094277
T17,S7,0.3964822570576879
T17,S8,0.41842580999531653
T17,S9,0.4184553968721316
T17,S10,0.3559888996678434
T17,S11,0.35152883524588086
T17,S12,0.3823628263614628
T17,S13,0.34635397377467136
T17,S14,0.43454865503340345
T17,S15,0.43542282175697367
T17,S16,0.4239236523407832
T17,S17,0.43152376869150433
T17,S18,0.3521486855839173
T17,S19,0.36702767439877015
T17,S20,0.4095138378185673
T17,S21,0.48756799047099486
T17,S22,0.35781966096791007
T17,S23,0.41507463115806476
T17,S24,0.3907924209825977
T17,S25,0.4085786834229387
T17,S26,0.49983443692489943
T17,S27,0.38485927944743403
T17,S28,0.4467202123604592
T17,S29,0.34568857702336864
T17,S30,0.4467748332292123
T17,S31,0.4264119498088451
T17,S32,0.41728897109856433
T17,S33,0.3477987620559566
T17,S34,0.36344750097359774
T17,S35,0.41778415072439823
T17,S36,0.40907162020873117
T17,S37,0.36033428490373154
T17,S38,0.44283777422649906
T17,S39,0.3604738969989171
T17,S40,0.38172413294209034
T17,S41,0.4440627130334108
T17,S42,0.4069968755257098
T17,S43,0.4219230807538242
T17,S44,0.44827586126424807
T17,S45,0.440587159199477
T17,S46,0.33286616323609686
T17,S47,0.37468647583931414
T17,S48,0.47724410322429744
T17,S49,0.3674041473957599
T17,S50,0.3753541524362619
T17,S51,0.34392361269759464
T17,S52,0.3558643167774661
T17,S53,0.3998740266581208
T17,S54,0.36211915888621893
T17,S55,0.4372117377322652
T17,S56,0.32137968342813417
T17,S57,0.3246473760459471
T17,S58,0.46209177862479134
T17,S59,0.4127921822160827
T17,S60,0.33079874002748133
T17,S61,0.4444091411182034
T17,S62,0.43027419591897287
T17,S63,0.3896497164677575
T17,S64,0.4150599350210332
T19,S1,0.41112002902759703
T19,S2,0.47809903118053604
T19,S3,0.4207066574146831
T19,S4,0.31079718523714606
T19,S5,0.34034703335743793
T19,S6,0.32773596281180084
T19,S7,0.3467348778283881
T19,S8,0.40407828544109603
T19,S9,0.41425177243992867
T19,S10,0.32941391908443035
T19,S11,0.32887369102529285
T19,S12,0.37326334899972136
T19,S13,0.3383212465148927
T19,S14,0.35589279374439764
T19,S15,0.35295284607096356
T19,S16,0.337264125741304
T19,S17,0.3994621480185456
T19,S18,0.34689680312349985
T19,S19,0.35476860509787767
T19,S20,0.40944290339291234
T19,S21,0.40410060208841925
T19,S22,0.3469969591692608
T19,S23,0.39197279852512856
T19,S24,0.35437407709561214
T19,S25,0.3758046394142113
T19,S26,0.47370738188916217
T19,S27,0.34195688195898183
T19,S28,0.3476899510281123
T19,S29,0.3567533748360232
T19,S30,0.4096968178997291
T19,S31,0.38664828288236863
T19,S32,0.39339445450928934
T19,S33,0.344680160486562
T19,S34,0.33736699340262233
T19,S35,0.3581504623662652
T19,S36,0.314067957679381
T19,S37,0.35598732776224173
T19,S38,0.4138439880317781
T19,S39,0.3291610017747043
T19,S40,0.34537605182483655
T19,S41,0.41713816862095315
T19,S42,0.36152288385670384
T19,S43,0.3597336681169422
T19,S44,0.4003062505567454
T19,S45,0.34966881276890854
T19,S46,0.3497674707340822
T19,S47,0.3480528450094248
T19,S48,0.37719303510727414
T19,S49,0.30907408781692725
T19,S50,0.3179107105926224
T19,S51,0.3152932417712231
T19,S52,0.31672093809195245
T19,S53,0.34647688242869423
T19,S54,0.3125011434036475
T19,S55,0.4419538913929071
T19,S56,0.31064970208193166
T19,S57,0.32246002411938846
T19,S58,0.41762784073471515
T19,S59,0.3940873414536985
T19,S60,0.3507328846417951
T19,S61,0.3741608864258935
T19,S62,0.37537202130203684
T19,S63,0.33529917488151234
T19,S64,0.3435133503019311
T20,S1,0.4571472588187506
T20,S2,0.5147449202425275
T20,S3,0.48413257986154273
T20,S4,0.3526763118629079
T20,S5,0.34573882956875035
T20,S6,0.348515576257442
T20,S7,0.38010341483245735
T20,S8,0.36196605643810337
T20,S9,0.4050118720066364
T20,S10,0.31956473183182155
T20,S11,0.362650895433994
T20,S12,0.35959548684960596
T20,S13,0.33242588469134254
T20,S14,0.33432108332823474
T20,S15,0.32408061168764235
T20,S16,0.4241421185470279
T20,S17,0.38460029654290284
T20,S18,0.34076623252842075
T20,S19,0.37128874305853893
T20,S20,0.39301982264919677
T20,S21,0.48973574272427756
T20,S22,0.36624796963130707
T20,S23,0.4406575386711204
T20,S24,0.3473101830101073
T20,S25,0.40036557326243905
T20,S26,0.44867714861264557
T20,S27,0.3793518142516856
T20,S28,0.4023911769652707
T20,S29,0.37984572851357495
T20,S30,0.33104066655909864
T20,S31,0.3582393699900617
T20,S32,0.37445295569778714
T20,S33,0.3765644906134197
T20,S34,0.355092143435773
T20,S35,0.37471040448845094
T20,S36,0.3801554077324947
T20,S37,0.38403894193645594
T20,S38,0.39506734749226247
T20,S39,0.33387815678859734
T20,S40,0.33060079563094147
T20,S41,0.3881622879253105
T20,S42,0.3699467844860281
T20,S43,0.4006768191756299
T20,S44,0.3900104601176912
T20,S45,0.3874672753415336
T20,S46,0.3460647518099908
T20,S47,0.3375810368801566
T20,S48,0.4203152580554142
T20,S49,0.362457688595234
T20,S50,0.37048496156318467
T20,S51,0.3244812749528222
T20,S52,0.3561521983901286
T20,S53,0.37651328887595154
T20,S54,0.34424261197727113
T20,S55,0.4002942155679192
T20,S56,0.3162611120766328
T20,S57,0.34988372695317704
T20,S58,0.47296068312771944
T20,S59,0.3984123367185608
T20,S60,0.3092552574263022
T20,S61,0.437213166757971
T20,S62,0.41377581728690055
T20,S63,0.3584625624987767
T20,S64,0.39457024872866386
T26,S1,0.4307504477284926
T26,S2,0.48028477250967727
T26,S3,0.45653875939423344
T26,S4,0.305729693290974
T26,S5,0.33114254096076934
T26,S6,0.32883079262149295
T26,S7,0.36076534218107603
T26,S8,0.36601989598334583
T26,S9,0.40780076198578163
T26,S10,0.329962419360982
T26,S11,0.3265985454479229
T26,S12,0.35912480697960064
T26,S13,0.3492660288902837
T26,S14,0.3472136297420999
T26,S15,0.2972564652639693
T26,S16,0.37987936708458864
T26,S17,0.38393327159400364
T26,S18,0.3134289963777084
T26,S19,0.3435118031021186
T26,S20,0.38056532451084424
T26,S21,0.43660818716628524
T26,S22,0.3194936640392323
T26,S23,0.39523344019217305
T26,S24,0.38472932482396655
T26,S25,0.363101210651087
T26,S26,0.4790522315206881
T26,S27,0.3004135999258132
T26,S28,0.4104372093371671
T26,S29,0.3683189166486096
T26,S30,0.38667343712348956
T26,S31,0.3504170929247771
T26,S32,0.31775489337414164
T26,S33,0.324941081635269
T26,S34,0.32253140640403244
T26,S35,0.3660520463027665
T26,S36,0.3061963621258355
T26,S37,0.3517981382025571
T26,S38,0.37084362809794535
T26,S39,0.31344953863741387
T26,S40,0.3068493174955824
T26,S41,0.39898912330157754
T26,S42,0.3661300854824012
T26,S43,0.37201477927207455
T26,S44,0.4300332907429043
T26,S45,0.35770225874376493
T26,S46,0.3869211076004878
T26,S47,0.33475719956475497
T26,S48,0.39984659905123066
T26,S49,0.33174479191250444
T26,S50,0.32677922201890863
T26,S51,0.30866748485686624
T26,S52,0.3162387346700172
T26,S53,0.3214097603997045
T26,S54,0.32964239372011095
T26,S55,0.41361225446871686
T26,S56,0.2802101284287354
T26,S57,0.30286758538063085
T26,S58,0.438351816082617
T26,S59,0.3790880793198035
T26,S60,0.30730187551859905
T26,S61,0.37260788390837574
T26,S62,0.3890457691482216
T26,S63,0.33498580103840137
T26,S64,0.3816879979791039
T28,S1,0.4517309498737989
T28,S2,0.4892546698064413
T28,S3,0.44275650596179156
T28,S4,0.3481418402999782
T28,S5,0.36559864357761196
T28,S6,0.3384998032608376
T28,S7,0.3555376843762864
T28,S8,0.39582023059485294
T28,S9,0.4103514788496146
T28,S10,0.33010604321147347
T28,S11,0.3423424761171927
T28,S12,0.36572393225457756
T28,S13,0.32302316258269653
T28,S14,0.3603921431259886
T28,S15,0.34488141327781474
T28,S16,0.36165329732450563
T28,S17,0.4063497132955176
T28,S18,0.3372625918691602
T28,S19,0.39064831833425934
T28,S20,0.3830096723824712
T28,S21,0.460616954125341
T28,S22,0.3312311898745202
T28,S23,0.44684009905550365
T28,S24,0.35684734435766013
T28,S25,0.401592495767654
T28,S26,0.4765468679941718
T28,S27,0.35209670622202593
T28,S28,0.4602603261275986
T28,S29,0.3793161851724164
T28,S30,0.4042613809603347
T28,S31,0.38671449065951025
T28,S32,0.372619596860182
T28,S33,0.35496559386809245
T28,S34,0.34623811757505935
T28,S35,0.43362830920960804
T28,S36,0.3573797790074752
T28,S37,0.38615226342539677
T28,S38,0.3764579404403623
T28,S39,0.33550523503852214
T28,S40,0.3351098859261532
T28,S41,0.4314082185409804
T28,S42,0.3968837406214687
T28,S43,0.37526126332068876
T28,S44,0.43326121335839424
T28,S45,0.3695250142202218
T28,S46,0.34370711008498034
T28,S47,0.3276406575504004
T28,S48,0.41271372483478413
T28,S49,0.33750684955374843
T28,S50,0.37733685404290285
T28,S51,0.3063827269224845
T28,S52,0.3235820139946132
T28,S53,0.35325554720585617
T28,S54,0.3576164356054
T28,S55,0.4437955428680371
T28,S56,0.30575991658681384
T28,S57,0.3358969350848505
T28,S58,0.4479769140718616
T28,S59,0.3615969454218503
T28,S60,0.3362734974633413
T28,S61,0.44600618518723645
T28,S62,0.3992091016728804
T28,S63,0.36767527864617294
T28,S64,0.3604651367624554
T14,S1,0.42533374125901635
T14,S2,0.5319551423971998
T14,S3,0.4343130944213107
T14,S4,0.3446917195859813
T14,S5,0.3472529143701518
T14,S6,0.3228454534259948
T14,S7,0.35224155332043694
T14,S8,0.37190121699473677
T14,S9,0.3774302333173961
T14,S10,0.3131573416321577
T14,S11,0.3584764058905805
T14,S12,0.37847549246537737
T14,S13,0.33377522205957866
T14,S14,0.3580518456506383
T14,S15,0.30102892922767643
T14,S16,0.3566795330949183
T14,S17,0.38985178842408086
T14,S18,0.3032375997876602
T14,S19,0.3706882716567772
T14,S20,0.38894596814644666
T14,S21,0.4035235485427956
T14,S22,0.33982235985824827
T14,S23,0.438502306822115
T14,S24,0.3563341061265072
T14,S25,0.3939967424178633
T14,S26,0.46151702966554475
T14,S27,0.3298955199817666
T14,S28,0.3704865761091558
T14,S29,0.36640406678531945
T14,S30,0.3674966240167261
T14,S31,0.35874744242044265
T14,S32,0.37821729158598827
T14,S33,0.3604918335820744
T14,S34,0.3316932286971135
T14,S35,0.3864954905238116
T14,S36,0.3339461041790101
T14,S37,0.35129424686506283
T14,S38,0.36967136879520834
